source_file,source_sheet,source_range,source_cell,metric_row,metric_label_source_row,period_header_source_sheet,period_header_source_row,section_name,supplier,metric_name,metric_detail,price_period,time_period,time_period_year,time_period_month,value,formula
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,R5,5,5,Índices,2,Atualização,,Fx (M-1),,2023-12-01 00:00:00,December 2023,2023,12,4.8983,4.8983
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,S5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-01-01 00:00:00,January 2024,2024,1,4.8972,4.8972
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,T5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-02-01 00:00:00,February 2024,2024,2,4.9144,4.9144
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,U5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-03-01 00:00:00,March 2024,2024,3,4.9644,4.9644
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,V5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-04-01 00:00:00,April 2024,2024,4,4.9801,4.9801
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,W5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-05-01 00:00:00,May 2024,2024,5,5.1291,5.1291
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,X5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-06-01 00:00:00,June 2024,2024,6,5.133,5.133
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,Y5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-07-01 00:00:00,July 2024,2024,7,5.389,5.389
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,Z5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-08-01 00:00:00,August 2024,2024,8,5.542,5.542
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AA5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-09-01 00:00:00,September 2024,2024,9,5.5526,5.5526
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AB5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-10-01 00:00:00,October 2024,2024,10,5.5416,5.5416
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AC5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-11-01 00:00:00,November 2024,2024,11,5.6241,5.6241
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AD5,5,5,Índices,2,Atualização,,Fx (M-1),,2024-12-01 00:00:00,December 2024,2024,12,5.8071,5.8071
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AE5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-01-01 00:00:00,January 2025,2025,1,6.097,6.097
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AF5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-02-01 00:00:00,February 2025,2025,2,6.0218,6.0218
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AG5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-03-01 00:00:00,March 2025,2025,3,5.7656,5.7656
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AH5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-04-01 00:00:00,April 2025,2025,4,5.7468,5.7468
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AI5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-05-01 00:00:00,May 2025,2025,5,5.7837,5.7837
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AJ5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-06-01 00:00:00,June 2025,2025,6,5.6674,5.6674
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AK5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-07-01 00:00:00,July 2025,2025,7,5.5471,5.5471
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AL5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-08-01 00:00:00,August 2025,2025,8,5.5285,5.5285
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AM5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-09-01 00:00:00,September 2025,2025,9,5.4469,5.4469
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AN5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-10-01 00:00:00,October 2025,2025,10,5.3674,5.3674
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AO5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-11-01 00:00:00,November 2025,2025,11,5.3855,5.3855
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AP5,5,5,Índices,2,Atualização,,Fx (M-1),,2025-12-01 00:00:00,December 2025,2025,12,5.3409,5.3409
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AQ5,5,5,Índices,2,Atualização,,Fx (M-1),,2026-01-01 00:00:00,January 2026,2026,1,5.4531,5.4531
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AR5,5,5,Índices,2,Atualização,,Fx (M-1),,2026-02-01 00:00:00,February 2026,2026,2,5.338,5.338
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AS5,5,5,Índices,2,Atualização,,Fx (M-1),,2026-03-01 00:00:00,March 2026,2026,3,5.2006,5.2006
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B2:AT5,AT5,5,5,Índices,2,Atualização,,Fx (M-1),,2026-04-01 00:00:00,April 2026,2026,4,5.2316,5.2316
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,F23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2022-12-01 00:00:00,December 2022,2022,12,140.91654320987652,=AVERAGE(D22:F22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,G23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-01-01 00:00:00,January 2023,2023,1,85.0795061728395,=AVERAGE(E22:G22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,H23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-02-01 00:00:00,February 2023,2023,2,64.21283950617284,=AVERAGE(F22:H22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,I23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-03-01 00:00:00,March 2023,2023,3,60.651358024691355,=AVERAGE(G22:I22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,J23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-04-01 00:00:00,April 2023,2023,4,72.40814814814814,=AVERAGE(H22:J22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,K23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-05-01 00:00:00,May 2023,2023,5,79.77111111111111,=AVERAGE(I22:K22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,L23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-06-01 00:00:00,June 2023,2023,6,93.27629629629628,=AVERAGE(J22:L22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,M23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-07-01 00:00:00,July 2023,2023,7,103.0874074074074,=AVERAGE(K22:M22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,N23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-08-01 00:00:00,August 2023,2023,8,107.98,=AVERAGE(L22:N22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,O23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-09-01 00:00:00,September 2023,2023,9,100.50444444444445,=AVERAGE(M22:O22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,P23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-10-01 00:00:00,October 2023,2023,10,94.23530864197532,=AVERAGE(N22:P22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,Q23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-11-01 00:00:00,November 2023,2023,11,100.35382716049382,=AVERAGE(O22:Q22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,R23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2023-12-01 00:00:00,December 2023,2023,12,109.77308641975308,=AVERAGE(P22:R22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,S23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-01-01 00:00:00,January 2024,2024,1,118.93481481481483,=AVERAGE(Q22:S22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,T23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-02-01 00:00:00,February 2024,2024,2,116.66197530864197,=AVERAGE(R22:T22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,U23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-03-01 00:00:00,March 2024,2024,3,118.33901234567902,=AVERAGE(S22:U22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,V23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-04-01 00:00:00,April 2024,2024,4,134.37604938271605,=AVERAGE(T22:V22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,W23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-05-01 00:00:00,May 2024,2024,5,194.7266666666667,=AVERAGE(U22:W22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,X23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-06-01 00:00:00,June 2024,2024,6,280.42962962962963,=AVERAGE(V22:X22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,Y23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-07-01 00:00:00,July 2024,2024,7,348.77037037037036,=AVERAGE(W22:Y22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,Z23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-08-01 00:00:00,August 2024,2024,8,365.2711111111111,=AVERAGE(X22:Z22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AA23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-09-01 00:00:00,September 2024,2024,9,345.4266666666667,=AVERAGE(Y22:AA22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AB23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-10-01 00:00:00,October 2024,2024,10,312.8748148148148,=AVERAGE(Z22:AB22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AC23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-11-01 00:00:00,November 2024,2024,11,281.9592592592592,=AVERAGE(AA22:AC22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AD23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2024-12-01 00:00:00,December 2024,2024,12,259.3111111111111,=AVERAGE(AB22:AD22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AE23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-01-01 00:00:00,January 2025,2025,1,233.38518518518518,=AVERAGE(AC22:AE22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AF23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-02-01 00:00:00,February 2025,2025,2,195.54444444444448,=AVERAGE(AD22:AF22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AG23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-03-01 00:00:00,March 2025,2025,3,142.12962962962965,=AVERAGE(AE22:AG22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AH23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-04-01 00:00:00,April 2025,2025,4,97.0962962962963,=AVERAGE(AF22:AH22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AI23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-05-01 00:00:00,May 2025,2025,5,78.37703703703704,=AVERAGE(AG22:AI22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AJ23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-06-01 00:00:00,June 2025,2025,6,125.21407407407408,=AVERAGE(AH22:AJ22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AK23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-07-01 00:00:00,July 2025,2025,7,189.74,=AVERAGE(AI22:AK22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AL23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-08-01 00:00:00,August 2025,2025,8,215.29851851851853,=AVERAGE(AJ22:AL22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AM23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-09-01 00:00:00,September 2025,2025,9,180.05777777777777,=AVERAGE(AK22:AM22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AN23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-10-01 00:00:00,October 2025,2025,10,131.4540740740741,=AVERAGE(AL22:AN22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AO23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-11-01 00:00:00,November 2025,2025,11,104.5,=AVERAGE(AM22:AO22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AP23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2025-12-01 00:00:00,December 2025,2025,12,85.65185185185186,=AVERAGE(AN22:AP22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AQ23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2026-01-01 00:00:00,January 2026,2026,1,64.9074074074074,=AVERAGE(AO22:AQ22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AR23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2026-02-01 00:00:00,February 2026,2026,2,58.1716049382716,=AVERAGE(AP22:AR22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Índices,B23:AT23,AS23,23,23,Índices,20,Freight,Engepack,Freight,AVG Q-1,2026-03-01 00:00:00,March 2026,2026,3,74.28641975308642,=AVERAGE(AQ22:AS22)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,C8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-01-01 00:00:00,January 2023,2023,1,7482.128420170271,=((Índices!G$3+C$6)*(1+$H13-C$2)+$I13)*Índices!G$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,D8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-02-01 00:00:00,February 2023,2023,2,7547.976515766421,=((Índices!H$3+D$6)*(1+$H13-D$2)+$I13)*Índices!H$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,E8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-03-01 00:00:00,March 2023,2023,3,7520.687723434075,=((Índices!I$3+E$6)*(1+$H13-E$2)+$I13)*Índices!I$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,F8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-04-01 00:00:00,April 2023,2023,4,7654.271931479011,=((Índices!J$3+F$6)*(1+$H13-F$2)+$I13)*Índices!J$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,G8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-05-01 00:00:00,May 2023,2023,5,7694.551796449258,=((Índices!K$3+G$6)*(1+$H13-G$2)+$I13)*Índices!K$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,H8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-06-01 00:00:00,June 2023,2023,6,7174.406903684444,=((Índices!L$3+H$6)*(1+$H13-H$2)+$I13)*Índices!L$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,I8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-07-01 00:00:00,July 2023,2023,7,6722.866468471111,=((Índices!M$3+I$6)*(1+$H13-I$2)+$I13)*Índices!M$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,J8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-08-01 00:00:00,August 2023,2023,8,6692.476062361481,=((Índices!N$3+J$6)*(1+$H13-J$2)+$I13)*Índices!N$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,K8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-09-01 00:00:00,September 2023,2023,9,6929.9429661,=((Índices!O$3+K$6)*(1+$H13-K$2)+$I13)*Índices!O$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,L8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-10-01 00:00:00,October 2023,2023,10,6991.533912590777,=((Índices!P$3+L$6)*(1+$H13-L$2)+$I13)*Índices!P$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,M8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-11-01 00:00:00,November 2023,2023,11,6983.492825316543,=((Índices!Q$3+M$6)*(1+$H13-M$2)+$I13)*Índices!Q$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,N8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2023-12-01 00:00:00,December 2023,2023,12,6867.710377054321,=((Índices!R$3+N$6)*(1+$H13-N$2)+$I13)*Índices!R$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,O8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-01-01 00:00:00,January 2024,2024,1,6974.278574339999,=((Índices!S$3+O$6)*(1+$H13-O$2)+$I13)*Índices!S$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,P8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-02-01 00:00:00,February 2024,2024,2,7168.412657679999,=((Índices!T$3+P$6)*(1+$H13-P$2)+$I13)*Índices!T$5
