source_file,source_sheet,source_range,source_cell,metric_row,metric_label_source_row,period_header_source_sheet,period_header_source_row,section_name,supplier,metric_name,metric_detail,price_period,time_period,time_period_year,time_period_month,value,formula
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,Q8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-03-01 00:00:00,March 2024,2024,3,7353.107937,=((Índices!U$3+Q$6)*(1+$H13-Q$2)+$I13)*Índices!U$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,R8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-04-01 00:00:00,April 2024,2024,4,7280.61835022,=((Índices!V$3+R$6)*(1+$H13-R$2)+$I13)*Índices!V$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,S8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-05-01 00:00:00,May 2024,2024,5,7570.411981782056,=((Índices!W$3+S$6)*(1+$H13-S$2)+$I13)*Índices!W$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,T8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-06-01 00:00:00,June 2024,2024,6,7833.798434644999,=((Índices!X$3+T$6)*(1+$H13-T$2)+$I13)*Índices!X$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,U8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-07-01 00:00:00,July 2024,2024,7,8745.197356646297,=((Índices!Y$3+U$6)*(1+$H13-U$2)+$I13)*Índices!Y$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,V8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-08-01 00:00:00,August 2024,2024,8,9494.22094607037,=((Índices!Z$3+V$6)*(1+$H13-V$2)+$I13)*Índices!Z$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,W8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-09-01 00:00:00,September 2024,2024,9,9452.328598106222,=((Índices!AA$3+W$6)*(1+$H13-W$2)+$I13)*Índices!AA$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,X8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-10-01 00:00:00,October 2024,2024,10,8880.739051784,=((Índices!AB$3+X$6)*(1+$H13-X$2)+$I13)*Índices!AB$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,Y8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-11-01 00:00:00,November 2024,2024,11,9008.0018755165,=((Índices!AC$3+Y$6)*(1+$H13-Y$2)+$I13)*Índices!AC$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,Z8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2024-12-01 00:00:00,December 2024,2024,12,8798.804461095277,=((Índices!AD$3+Z$6)*(1+$H13-Z$2)+$I13)*Índices!AD$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AA8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-01-01 00:00:00,January 2025,2025,1,8993.512425877778,=((Índices!AE$3+AA$6)*(1+$H13-AA$2)+$I13)*Índices!AE$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AB8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-02-01 00:00:00,February 2025,2025,2,8725.900073482591,=((Índices!AF$3+AB$6)*(1+$H13-AB$2)+$I13)*Índices!AF$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AC8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-03-01 00:00:00,March 2025,2025,3,8122.161019695555,=((Índices!AG$3+AC$6)*(1+$H13-AC$2)+$I13)*Índices!AG$5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AD8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-04-01 00:00:00,April 2025,2025,4,7705.499297244446,=((Índices!AH3+100+Índices!AH26)*(1+20%)+125+8%*Índices!AH26)*Índices!AH5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AE8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-05-01 00:00:00,May 2025,2025,5,7310.789161577777,=((Índices!AI3+100+Índices!AI26)*(1+20%)+125+8%*Índices!AI26)*Índices!AI5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AF8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-06-01 00:00:00,June 2025,2025,6,7227.763345220741,=((Índices!AJ3+100+Índices!AJ26)*(1+20%)+125+8%*Índices!AJ26)*Índices!AJ5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AG8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-07-01 00:00:00,July 2025,2025,7,7405.356311600001,=((Índices!AK3+100+Índices!AK26)*(1+20%)+125+8%*Índices!AK26)*Índices!AK5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AH8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-08-01 00:00:00,August 2025,2025,8,7670.14757892,=((Índices!AL3+100+Índices!AL26)*(1+20%)+125+8%*Índices!AL26)*Índices!AL5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AI8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-09-01 00:00:00,September 2025,2025,9,7656.929498964149,=((Índices!AM3+100+Índices!AM26)*(1+20%)+125+8%*Índices!AM26)*Índices!AM5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AJ8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-10-01 00:00:00,October 2025,2025,10,7281.408733091555,=((Índices!AN3+100+Índices!AN26)*(1+20%)+125+8%*Índices!AN26)*Índices!AN5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AK8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-11-01 00:00:00,November 2025,2025,11,6937.159664527408,=((Índices!AO3+100+Índices!AO26)*(1+20%)+125+8%*Índices!AO26)*Índices!AO5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AL8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2025-12-01 00:00:00,December 2025,2025,12,6821.717933999999,=((Índices!AP3+100+Índices!AP26)*(1+20%)+125+8%*Índices!AP26)*Índices!AP5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AM8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2026-01-01 00:00:00,January 2026,2026,1,6882.544935066668,=((Índices!AQ3+100+Índices!AQ26)*(1+20%)+125+8%*Índices!AQ26)*Índices!AQ5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AN8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2026-02-01 00:00:00,February 2026,2026,2,6991.880448148148,=((Índices!AR3+100+Índices!AR26)*(1+20%)+125+8%*Índices!AR26)*Índices!AR5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AO8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2026-03-01 00:00:00,March 2026,2026,3,6905.3358776,=((Índices!AS3+100+Índices!AS26)*(1+20%)+125+8%*Índices!AS26)*Índices!AS5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Preços Engepack,B8:AP8,AP8,8,8,Índices,2,Total Landing Cost,Engepack,Total Landing Cost,VPET,2026-04-01 00:00:00,April 2026,2026,4,8755.535746982718,=((Índices!AT3+100+Índices!AT26)*(1+20%)+125+8%*Índices!AT26)*Índices!AT5
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-01-01 00:00:00,January 2023,2023,1,1427.2334083950616,Total Landing Cost (7482.128420170271) / Fx (M-1) (5.2424)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-02-01 00:00:00,February 2023,2023,2,1451.3385728395062,Total Landing Cost (7547.976515766421) / Fx (M-1) (5.2007)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-03-01 00:00:00,March 2023,2023,3,1454.2003061728396,Total Landing Cost (7520.687723434075) / Fx (M-1) (5.1717)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-04-01 00:00:00,April 2023,2023,4,1468.7272246913578,Total Landing Cost (7654.271931479011) / Fx (M-1) (5.2115)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-05-01 00:00:00,May 2023,2023,5,1532.8708481481478,Total Landing Cost (7694.551796449258) / Fx (M-1) (5.0197)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-06-01 00:00:00,June 2023,2023,6,1439.834411111111,Total Landing Cost (7174.406903684444) / Fx (M-1) (4.9828)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-07-01 00:00:00,July 2023,2023,7,1385.7008962962962,Total Landing Cost (6722.866468471111) / Fx (M-1) (4.8516)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-08-01 00:00:00,August 2023,2023,8,1394.0335074074073,Total Landing Cost (6692.476062361481) / Fx (M-1) (4.8008)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-09-01 00:00:00,September 2023,2023,9,1413.2646,Total Landing Cost (6929.9429661) / Fx (M-1) (4.9035)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-10-01 00:00:00,October 2023,2023,10,1416.1531444444443,Total Landing Cost (6991.533912590777) / Fx (M-1) (4.93699)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-11-01 00:00:00,November 2023,2023,11,1378.8289419753085,Total Landing Cost (6983.492825316543) / Fx (M-1) (5.0648)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2023-12-01 00:00:00,December 2023,2023,12,1402.059975308642,Total Landing Cost (6867.710377054321) / Fx (M-1) (4.8983)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-01-01 00:00:00,January 2024,2024,1,1424.1359499999999,Total Landing Cost (6974.278574339999) / Fx (M-1) (4.8972)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-02-01 00:00:00,February 2024,2024,2,1458.6546999999998,Total Landing Cost (7168.412657679999) / Fx (M-1) (4.9144)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-03-01 00:00:00,March 2024,2024,3,1481.1674999999998,Total Landing Cost (7353.107937) / Fx (M-1) (4.9644)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-04-01 00:00:00,April 2024,2024,4,1461.9422,Total Landing Cost (7280.61835022) / Fx (M-1) (4.9801)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-05-01 00:00:00,May 2024,2024,5,1475.9727791975308,Total Landing Cost (7570.411981782056) / Fx (M-1) (5.1291)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-06-01 00:00:00,June 2024,2024,6,1526.1637316666665,Total Landing Cost (7833.798434644999) / Fx (M-1) (5.133)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-07-01 00:00:00,July 2024,2024,7,1622.7866685185186,Total Landing Cost (8745.197356646297) / Fx (M-1) (5.389)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-08-01 00:00:00,August 2024,2024,8,1713.1398314814817,Total Landing Cost (9494.22094607037) / Fx (M-1) (5.542)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-09-01 00:00:00,September 2024,2024,9,1702.3247844444443,Total Landing Cost (9452.328598106222) / Fx (M-1) (5.5526)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-10-01 00:00:00,October 2024,2024,10,1602.5586566666666,Total Landing Cost (8880.739051784) / Fx (M-1) (5.5416)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-11-01 00:00:00,November 2024,2024,11,1601.6788242592593,Total Landing Cost (9008.0018755165) / Fx (M-1) (5.6241)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2024-12-01 00:00:00,December 2024,2024,12,1515.1804620370367,Total Landing Cost (8798.804461095277) / Fx (M-1) (5.8071)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-01-01 00:00:00,January 2025,2025,1,1475.0717444444444,Total Landing Cost (8993.512425877778) / Fx (M-1) (6.097)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-02-01 00:00:00,February 2025,2025,2,1449.0517907407407,Total Landing Cost (8725.900073482591) / Fx (M-1) (6.0218)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-03-01 00:00:00,March 2025,2025,3,1408.7278027777777,Total Landing Cost (8122.161019695555) / Fx (M-1) (5.7656)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-04-01 00:00:00,April 2025,2025,4,1340.8330370370372,Total Landing Cost (7705.499297244446) / Fx (M-1) (5.7468)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-05-01 00:00:00,May 2025,2025,5,1264.0332592592592,Total Landing Cost (7310.789161577777) / Fx (M-1) (5.7837)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-06-01 00:00:00,June 2025,2025,6,1275.3226074074075,Total Landing Cost (7227.763345220741) / Fx (M-1) (5.6674)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-07-01 00:00:00,July 2025,2025,7,1334.996,Total Landing Cost (7405.356311600001) / Fx (M-1) (5.5471)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-08-01 00:00:00,August 2025,2025,8,1387.38312,Total Landing Cost (7670.14757892) / Fx (M-1) (5.5285)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-09-01 00:00:00,September 2025,2025,9,1405.7407881481483,Total Landing Cost (7656.929498964149) / Fx (M-1) (5.4469)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-10-01 00:00:00,October 2025,2025,10,1356.5988622222221,Total Landing Cost (7281.408733091555) / Fx (M-1) (5.3674)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-11-01 00:00:00,November 2025,2025,11,1288.1180325925925,Total Landing Cost (6937.159664527408) / Fx (M-1) (5.3855)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2025-12-01 00:00:00,December 2025,2025,12,1277.2599999999998,Total Landing Cost (6821.717933999999) / Fx (M-1) (5.3409)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2026-01-01 00:00:00,January 2026,2026,1,1262.1343703703706,Total Landing Cost (6882.544935066668) / Fx (M-1) (5.4531)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2026-02-01 00:00:00,February 2026,2026,2,1309.8314814814814,Total Landing Cost (6991.880448148148) / Fx (M-1) (5.338)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2026-03-01 00:00:00,March 2026,2026,3,1327.796,Total Landing Cost (6905.3358776) / Fx (M-1) (5.2006)
C:\Users\40100123\OneDrive - Anheuser-Busch InBev\GAC\PET\Data Model\PET_Data_Model\data\04. Engepack.xlsx,Calculated KPI,,,,,,,Total Landing Cost $,Engepack,Total Landing Cost $,Total Landing Cost / Fx (M-1),2026-04-01 00:00:00,April 2026,2026,4,1673.5866172839508,Total Landing Cost (8755.535746982718) / Fx (M-1) (5.2316)
